id,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,tahun,jumlah_kasus_meninggal,jenis_kelamin_encoded,mortality_rate,case_fatality_rate
109,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,1725,2016,23,0,0.013333333333333334,1.3333333333333335
110,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,1699,2016,22,1,0.012948793407886992,1.2948793407886992
111,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,419,2016,5,0,0.011933174224343675,1.1933174224343674
112,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,374,2016,2,1,0.0053475935828877,0.53475935828877
113,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,434,2016,4,0,0.009216589861751152,0.9216589861751152
114,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,365,2016,3,1,0.00821917808219178,0.821917808219178
115,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1664,2016,1,0,0.0006009615384615385,0.06009615384615385
116,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1708,2016,7,1,0.004098360655737705,0.4098360655737705
117,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,291,2016,1,0,0.003436426116838488,0.3436426116838488
118,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,225,2016,1,1,0.0044444444444444444,0.4444444444444444
119,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,229,2016,2,0,0.008733624454148471,0.8733624454148471
120,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,250,2016,1,1,0.004,0.4
121,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,387,2016,0,0,0.0,0.0
122,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,361,2016,0,1,0.0,0.0
123,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,933,2016,6,0,0.006430868167202572,0.6430868167202572
124,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,781,2016,7,1,0.008962868117797696,0.8962868117797695
125,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,940,2016,11,0,0.011702127659574468,1.1702127659574468
126,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,937,2016,8,1,0.008537886872998933,0.8537886872998933
127,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,176,2016,2,0,0.011363636363636364,1.1363636363636365
128,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,152,2016,2,1,0.013157894736842105,1.3157894736842104
129,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,475,2016,1,0,0.002105263157894737,0.21052631578947367
130,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,433,2016,3,1,0.006928406466512702,0.6928406466512702
131,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,483,2016,15,0,0.031055900621118012,3.1055900621118013
132,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,477,2016,20,1,0.041928721174004195,4.1928721174004195
133,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,428,2016,4,0,0.009345794392523364,0.9345794392523363
134,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,271,2016,3,1,0.01107011070110701,1.107011070110701
135,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,424,2016,1,0,0.0023584905660377358,0.2358490566037736
136,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,361,2016,0,1,0.0,0.0
137,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,546,2016,2,0,0.003663003663003663,0.3663003663003663
138,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,513,2016,6,1,0.011695906432748537,1.1695906432748537
139,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,910,2016,6,0,0.006593406593406593,0.6593406593406593
140,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,703,2016,12,1,0.017069701280227598,1.7069701280227598
141,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,815,2016,1,0,0.001226993865030675,0.1226993865030675
142,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,739,2016,2,1,0.0027063599458728013,0.2706359945872801
143,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,73,2016,0,0,0.0,0.0
144,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,70,2016,1,1,0.014285714285714285,1.4285714285714286
145,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,658,2016,5,0,0.007598784194528876,0.7598784194528876
146,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,566,2016,6,1,0.01060070671378092,1.0600706713780919
147,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,431,2016,2,0,0.004640371229698376,0.46403712296983757
148,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,511,2016,3,1,0.005870841487279843,0.5870841487279843
149,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,2054,2016,1,0,0.0004868549172346641,0.04868549172346641
150,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,1827,2016,6,1,0.003284072249589491,0.3284072249589491
151,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,590,2016,2,0,0.003389830508474576,0.3389830508474576
152,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,521,2016,0,1,0.0,0.0
153,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,1972,2016,22,0,0.011156186612576065,1.1156186612576064
154,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,1841,2016,28,1,0.015209125475285171,1.520912547528517
155,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,1285,2016,3,0,0.0023346303501945525,0.23346303501945526
156,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,1270,2016,4,1,0.0031496062992125984,0.31496062992125984
157,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,483,2016,1,0,0.002070393374741201,0.2070393374741201
158,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,516,2016,2,1,0.003875968992248062,0.3875968992248062
159,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,381,2016,0,0,0.0,0.0
160,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,373,2016,5,1,0.013404825737265416,1.3404825737265416
161,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,175,2016,0,0,0.0,0.0
162,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,193,2016,2,1,0.010362694300518135,1.0362694300518136
163,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,164,2017,0,0,0.0,0.0
164,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,113,2017,1,1,0.008849557522123894,0.8849557522123894
165,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,136,2017,0,0,0.0,0.0
166,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,120,2017,0,1,0.0,0.0
167,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,0,2017,0,0,,
168,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,0,2017,0,1,,
169,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,0,2017,0,0,,
170,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,0,2017,0,1,,
171,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,206,2017,0,0,0.0,0.0
172,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,200,2017,0,1,0.0,0.0
173,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,105,2017,0,0,0.0,0.0
174,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,119,2017,1,1,0.008403361344537815,0.8403361344537815
175,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,31,2017,0,0,0.0,0.0
176,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,16,2017,0,1,0.0,0.0
177,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,386,2017,0,0,0.0,0.0
178,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,342,2017,0,1,0.0,0.0
179,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,151,2017,3,0,0.019867549668874173,1.9867549668874174
180,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,123,2017,4,1,0.032520325203252036,3.2520325203252036
181,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,57,2017,1,0,0.017543859649122806,1.7543859649122806
182,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,55,2017,1,1,0.01818181818181818,1.8181818181818181
183,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,95,2017,0,0,0.0,0.0
184,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,89,2017,1,1,0.011235955056179775,1.1235955056179776
185,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,69,2017,0,0,0.0,0.0
186,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,44,2017,0,1,0.0,0.0
187,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,69,2017,0,0,0.0,0.0
188,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,35,2017,0,1,0.0,0.0
189,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,76,2017,0,0,0.0,0.0
190,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,46,2017,0,1,0.0,0.0
191,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,54,2017,0,0,0.0,0.0
192,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,48,2017,0,1,0.0,0.0
193,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,187,2017,0,0,0.0,0.0
194,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,145,2017,2,1,0.013793103448275862,1.3793103448275863
195,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,107,2017,1,0,0.009345794392523364,0.9345794392523363
196,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,94,2017,2,1,0.02127659574468085,2.127659574468085
197,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,93,2017,1,0,0.010752688172043012,1.0752688172043012
198,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,82,2017,3,1,0.036585365853658534,3.6585365853658534
199,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,465,2017,2,0,0.004301075268817204,0.43010752688172044
200,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,390,2017,4,1,0.010256410256410256,1.0256410256410255
201,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,188,2017,0,0,0.0,0.0
202,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,164,2017,1,1,0.006097560975609756,0.6097560975609756
203,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,980,2017,3,0,0.003061224489795918,0.30612244897959184
204,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,806,2017,3,1,0.0037220843672456576,0.37220843672456577
205,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,27,2017,0,0,0.0,0.0
206,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,26,2017,1,1,0.038461538461538464,3.8461538461538463
207,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,378,2017,2,0,0.005291005291005291,0.5291005291005291
208,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,321,2017,0,1,0.0,0.0
209,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,270,2017,0,0,0.0,0.0
210,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,278,2017,0,1,0.0,0.0
211,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,114,2017,1,0,0.008771929824561403,0.8771929824561403
212,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,199,2017,0,1,0.0,0.0
213,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,172,2017,0,0,0.0,0.0
214,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,126,2017,0,1,0.0,0.0
215,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,0,2017,0,0,,
216,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,0,2017,0,1,,
217,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,378,2018,5,0,0.013227513227513227,1.3227513227513228
218,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,363,2018,3,1,0.008264462809917356,0.8264462809917356
219,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,107,2018,1,0,0.009345794392523364,0.9345794392523363
220,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,126,2018,0,1,0.0,0.0
221,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,65,2018,4,0,0.06153846153846154,6.153846153846154
222,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,48,2018,1,1,0.020833333333333332,2.083333333333333
223,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,904,2018,7,0,0.007743362831858407,0.7743362831858407
224,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,870,2018,4,1,0.004597701149425287,0.45977011494252873
225,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,201,2018,0,0,0.0,0.0
226,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,130,2018,0,1,0.0,0.0
227,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,88,2018,1,0,0.011363636363636364,1.1363636363636365
228,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,108,2018,0,1,0.0,0.0
229,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,18,2018,0,0,0.0,0.0
230,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,11,2018,0,1,0.0,0.0
231,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,189,2018,0,0,0.0,0.0
232,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,163,2018,1,1,0.006134969325153374,0.6134969325153374
233,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,122,2018,5,0,0.040983606557377046,4.098360655737705
234,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,93,2018,3,1,0.03225806451612903,3.225806451612903
235,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,50,2018,1,0,0.02,2.0
236,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,58,2018,2,1,0.034482758620689655,3.4482758620689653
237,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,173,2018,0,0,0.0,0.0
238,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,235,2018,0,1,0.0,0.0
239,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,466,2018,13,0,0.027896995708154508,2.7896995708154506
240,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,445,2018,20,1,0.0449438202247191,4.49438202247191
241,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,81,2018,0,0,0.0,0.0
242,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,62,2018,1,1,0.016129032258064516,1.6129032258064515
243,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,151,2018,0,0,0.0,0.0
244,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,112,2018,0,1,0.0,0.0
245,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,32,2018,0,0,0.0,0.0
246,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,28,2018,0,1,0.0,0.0
247,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,84,2018,0,0,0.0,0.0
248,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,97,2018,1,1,0.010309278350515464,1.0309278350515463
249,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,212,2018,2,0,0.009433962264150943,0.9433962264150944
250,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,207,2018,0,1,0.0,0.0
251,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,41,2018,2,0,0.04878048780487805,4.878048780487805
252,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,34,2018,0,1,0.0,0.0
253,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,442,2018,3,0,0.006787330316742082,0.6787330316742082
254,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,285,2018,2,1,0.007017543859649123,0.7017543859649122
255,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,118,2018,0,0,0.0,0.0
256,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,120,2018,2,1,0.016666666666666666,1.6666666666666667
257,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,1453,2018,4,0,0.0027529249827942187,0.27529249827942187
258,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,1373,2018,3,1,0.0021849963583394027,0.21849963583394028
259,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,13,2018,0,0,0.0,0.0
260,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,11,2018,1,1,0.09090909090909091,9.090909090909092
261,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,337,2018,2,0,0.005934718100890208,0.5934718100890208
262,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,289,2018,0,1,0.0,0.0
263,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,475,2018,0,0,0.0,0.0
264,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,416,2018,1,1,0.002403846153846154,0.2403846153846154
265,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,145,2018,2,0,0.013793103448275862,1.3793103448275863
266,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,143,2018,1,1,0.006993006993006993,0.6993006993006993
267,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,100,2018,2,0,0.02,2.0
268,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,123,2018,0,1,0.0,0.0
269,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,48,2018,1,0,0.020833333333333332,2.083333333333333
270,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,49,2018,2,1,0.04081632653061224,4.081632653061225
271,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,634,2019,31,0,0.04889589905362776,4.889589905362776
272,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,576,2019,53,1,0.0920138888888889,9.20138888888889
273,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,309,2019,1,0,0.003236245954692557,0.3236245954692557
274,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,307,2019,3,1,0.009771986970684038,0.9771986970684038
275,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,394,2019,3,0,0.007614213197969543,0.7614213197969544
276,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,249,2019,3,1,0.012048192771084338,1.2048192771084338
277,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1306,2019,3,0,0.002297090352220521,0.22970903522205208
278,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1329,2019,7,1,0.005267118133935289,0.5267118133935289
279,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,374,2019,0,0,0.0,0.0
280,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,395,2019,0,1,0.0,0.0
281,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,111,2019,1,0,0.009009009009009009,0.9009009009009009
282,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,99,2019,2,1,0.020202020202020204,2.0202020202020203
283,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,212,2019,1,0,0.0047169811320754715,0.4716981132075472
284,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,192,2019,0,1,0.0,0.0
285,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,262,2019,3,0,0.011450381679389313,1.1450381679389312
286,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,243,2019,1,1,0.00411522633744856,0.411522633744856
287,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,638,2019,9,0,0.014106583072100314,1.4106583072100314
288,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,653,2019,8,1,0.01225114854517611,1.2251148545176112
289,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,244,2019,2,0,0.00819672131147541,0.819672131147541
290,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,213,2019,0,1,0.0,0.0
291,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,339,2019,0,0,0.0,0.0
292,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,324,2019,0,1,0.0,0.0
293,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,128,2019,1,0,0.0078125,0.78125
294,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,94,2019,0,1,0.0,0.0
295,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,166,2019,3,0,0.018072289156626505,1.8072289156626504
296,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,104,2019,1,1,0.009615384615384616,0.9615384615384616
297,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,298,2019,0,0,0.0,0.0
298,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,246,2019,0,1,0.0,0.0
299,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,132,2019,1,0,0.007575757575757576,0.7575757575757576
300,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,67,2019,1,1,0.014925373134328358,1.4925373134328357
301,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,268,2019,1,0,0.0037313432835820895,0.3731343283582089
302,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,243,2019,4,1,0.01646090534979424,1.646090534979424
303,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,855,2019,1,0,0.0011695906432748538,0.11695906432748539
